Assay Name	LD	LDV	SD	SDV	FT10	FT16	FT22	Seed Dormancy	Emco5	Emwa1	Emoy*	Hiks1	Noco2	Li7	B11	Na23	Mg25	P31	S34	K39	Ca43	Mn55	Fe56	Co59	Ni60	Cu65	Zn66	As75	Se82	Mo98	Cd114	avrPphB	avrRpm1	avrRpt2	avrB	0W	2W	4W	8W	FLC	FRI	8W GH FT	8W GH LN	0W GH FT	0W GH LN	FT Field	FT Diameter Field	FT GH	FT Duration GH	LC Duration GH	LFS GH	MT GH	RP GH	At1	At1 CFU2	As	As CFU2	Bs	Bs CFU2	At2	At2 CFU2	As2	As2 CFU2	FW 	DW 	LES	YEL 	LY 	LN10	LN16	LN22	Silique 16	Silique 22	Germ 10	Germ 16	Germ 22	Width 10	Width 16	Width 22	Chlorosis 10	Chlorosis 16	Chlorosis 22	Anthocyanin 10	Anthocyanin 16	Anthocyanin 22	Leaf serr 10	Leaf serr 16	Leaf serr 22	Leaf roll 10	Leaf roll 16	Leaf roll 22	Rosette Erect 22	Hypocotyl length	Trichome avg C	Trichome avg JA	Aphid number	Bacterial titer	Seedling Growth	Vern Growth	After Vern Growth	Secondary Dormancy	Germ in dark	DSDS50	Seed bank 133-91	Storage 7 days	Storage 28 days	Storage 56 days
assay861																																0	1	0	1																			1.833	4.359	1.167	5.464	7.167	4.05	1	5.324	0.5	5.6																															24.5	36.5	35	11.5										
assay912																																0	1	1	1																			0.333	2.906	0	4.025	4.833	4.736	0	3.514	0	3.773																															48	100	10	10.6										
assay976																																																						4.5	5.911	3.5	4.34	8.5	4.621	2	4.015	3.167	5.646																																												
assay290																																																																0.2463	0.0204	1	0	1																																							
assay1144																																																																																													0.71														
assay918																																1	1	1	1																			2.167	4.926	4.667	3.8	9.833	4.311	0.667	5.593	0.333	4.814																															17.3	19.8	28.3	17.7										
assay620																																														153.086	30.8001	24.3945	18.7025	60.3371	43.0789	17.0501	35.8733																																																						
assay336									1	0	1	0	0																																																																																														
assay93	9.52411	27.4	5.87878	35	46	48	50																																																														11	24	38			5	3	3	2.5	6	9.4	0	0	0	0	0	0	0	0.5	1	1	0	0	1															
assay199																																																																0.3424	0.0304	1	0	1																																							
assay631																																														160.14	27.0246	33.2733	29.1523	76.7473	62.5239	13.7726	43.2537																																																						
assay707																																														157.395	36.7109	22.0923	20.9147	58.5728	42.4169	16.3006	36.8841																																																						
assay532																																								1.516	1.009	25.1	15.3	36.2	24.9																																																														
assay177	2.64407	27.5			70	45	29																																																														26	17	12			5	3	2	2.2	7.2	6.4	0	0	0	0	0	0	1	0.5	0.5	1	0	1	0															
assay1097																																																																																																		0.00752489	0.00198465	0.0901052	1.29976	-5.54e-14	50.7215	7.79e-14	0.155	0.75	68.3333
assay1080																																																																																																		0.00800336	0.00776955	0.141393	-0.00595238	39.1317	72.068	-15.2478	1.71e-17	0.5	13.2778
assay828														5.62546	76.7302	1496.29	14419.4	8432.19	11003.3	38059.3	29760.5	83.7355	66.2101	1.34332	3.39796	0.94131	82.0124	0.116564	5.91192	2.77691	2.75081																																																																												
assay225																																																																0.6559	0.0478	1	0	1																																							
assay644																																														153.514	40.4546	29.879	20.6717	66.4477	50.6355	15.2726	36.2918																																																						
assay1152																																																																																													4.87														
assay503																																				125	125	94.8	25	1.063	1.385			200																																																															
assay194					49	31	26																																																														14	11	12			6	3	3	3.5	8	12.5	0	0	1	0	0	0	0.75	0.75	0.75	1	0	0	0															
assay1087																																																																																																		0.00489067	0.0103301	0.193303			74.364	-50.8199	1.73e-17	0.25	15.5562
assay379									1	1		1	1																																																																																														
assay456																																				125	98.2	43.4	25	2.197	1.0727			200																																																															
